hashed_id,rider_id,driver_id,fare,estimated_fare,ride_duration,estimated_ride_duration,ride_distance,estimated_ride_distance,status,rating,drivers_tried,undiscounted_fare,review_requested,discount,canceled_by,payment_type,status_rec,driver_assigned,canceled_by_type
94BS11,12892,0,0,219,,1880,,10748,CANCELED,0,"1435200,6088021,",,0,,,1,2,1,3
94BTKL,315424,2363753,0,91,,925,,4864,CANCELED,0,"2363753,",,0,,315424,1,2,1,1
94C6II,387821,0,0,176,,1436,,7793,CANCELED,0,"7244230,3197601,",,0,,,1,2,1,3
94C6JA,1422624,0,0,116,,963,,5497,CANCELED,0,"3146494,7629364,",,0,,,1,2,1,3
94CJ7S,4821930,7516582,0,78,,773,,3860,CANCELED,0,"3878012,6753226,1213342,5671261,1990555,1382400,7112838,364406,3562877,4585553,7516582,",,0,,4821930,1,2,1,1
94CK3J,866088,5044892,0,193,,1643,,9546,CANCELED,0,"7474160,1021491,3585541,7629364,5044892,",,0,,866088,1,2,1,1
94CKEG,599331,0,0,125,,948,,5941,CANCELED,0,"4455495,7629364,3461370,7205168,6404260,1795523,1021491,2060836,2730676,",,0,,,1,2,1,3
94CNHG,4312846,4620809,0,185,,2304,,14415,CANCELED,0,"4620809,",,0,,4312846,1,2,1,1
94D9CE,7798886,0,0,111,,1513,,7727,CANCELED,0,,,0,,,1,2,0,3
94E3LQ,1102963,0,0,55,,765,,2744,CANCELED,0,"7241211,6334252,4176383,2959338,2566596,4770849,",,0,,,1,2,1,3
94E9CL,5440101,3566427,0,184,,2248,,14386,CANCELED,0,"3566427,",,0,,5440101,1,2,1,1
94EENN,6430657,0,0,170,,1676,,13374,CANCELED,0,"2912795,4753770,",,0,,,1,2,1,3
94ESPO,147764,0,0,121,,1299,,5870,CANCELED,0,"6914360,2552977,312975,729733,5361907,24350,3246478,",,0,,,1,2,1,3
94F511,2232936,0,0,133,,1107,,7013,CANCELED,0,"1269438,376444,4331619,2250561,3009156,6573666,",,0,,,1,2,1,3
94FEDH,7018526,9523,0,81,,829,,4123,CANCELED,0,"7178468,4758465,5836130,9523,",,0,,7018526,1,2,1,1
94FJ3I,369672,0,0,131,,1628,,9624,CANCELED,0,"7712902,6683722,5410038,",,0,,,1,2,1,3
94FOTL,99202,3625002,0,88,,848,,3542,CANCELED,0,"3625002,",,0,,99202,1,2,1,1
94G3R9,4335692,0,0,69,,654,,4218,CANCELED,0,"3143549,3766854,",,0,,,1,2,1,3
94ATED,166415,0,0,89,,1010,,5976,CANCELED,0,"7037518,686546,",,0,,,1,2,1,3
94B93H,1292988,2060836,0,141,,1276,,7681,CANCELED,0,"3063203,2060836,",,0,,1292988,1,2,1,1
94BC5Q,4842750,0,0,131,,1266,,6796,CANCELED,0,"1633765,2574218,",,0,,,1,2,1,3
94BH5T,2041131,0,0,155,,1188,,7089,CANCELED,0,"4377477,5089713,6476691,2599712,1301037,",,0,,,1,2,1,3
94BLFN,148305,0,0,241,,1930,,13333,CANCELED,0,"515992,",,0,,148305,1,2,1,1
94BNGD,5408731,0,0,177,,1693,,9005,CANCELED,0,"4651348,",,0,,,1,2,1,3
94BNS2,6095961,0,0,130,,1100,,5188,CANCELED,0,,,0,,,1,2,0,3
94BOQP,415082,0,0,104,,853,,3749,CANCELED,0,,,0,,,1,2,0,3
94BP2B,356030,0,0,196,,1537,,9485,CANCELED,0,"7703410,5558683,2958415,7302316,7576999,",,0,,,1,2,1,3
94BR4F,3741708,0,0,133,,1156,,5304,CANCELED,0,"3015193,1919233,2903425,",,0,,,1,2,1,3
94BT7L,2419613,0,0,147,,1237,,7272,CANCELED,0,"2451395,45972,",,0,,,1,2,1,3
94C13O,220092,0,0,131,,842,,5552,CANCELED,0,"2468045,4759918,",,0,,,1,2,1,3
94C260,980104,0,0,186,,1644,,10719,CANCELED,0,"3879529,936793,",,0,,980104,1,2,1,1
94C3T7,372719,0,0,87,,949,,4530,CANCELED,0,"5764492,6015912,5562263,3236441,5044892,2842725,5297614,",,0,,,1,2,1,3
94C5N4,1173102,6551996,0,110,,1281,,7775,CANCELED,0,"6551996,",,0,,1173102,1,2,1,1
94CO9M,5450155,7308803,0,105,,1173,,7396,CANCELED,0,"3047847,7308803,",,0,,5450155,1,2,1,1
94CPIB,6906889,628648,0,48,,424,,1389,CANCELED,0,"717571,628648,",,0,,6906889,1,2,1,1
94CRID,7577885,4726479,0,96,,1244,,6467,CANCELED,0,"4726479,",,0,,7577885,1,2,1,1
94D89S,1045148,0,0,184,,2210,,14379,CANCELED,0,"5694984,1938107,509491,4561292,1677543,7355455,",,0,,,1,2,1,3
94DIM0,2672532,3291956,0,84,,972,,5508,CANCELED,0,"3291956,",,0,,2672532,1,2,1,1
94DJD0,841032,3030168,0,180,,2126,,14112,CANCELED,0,"7473963,1223760,145509,3030168,",,0,,841032,1,2,1,1
94DN8N,2552890,7266567,0,91,,1255,,6003,CANCELED,0,"7266567,",,0,,2552890,1,2,1,1
94E05T,1129589,7733523,0,59,,701,,3213,CANCELED,0,"7786203,3887369,4626878,7733523,",,0,,1129589,1,2,1,1
94E70R,443309,2999234,0,184,,2024,,14520,CANCELED,0,"4785537,6120895,6166180,2999234,",,0,,443309,1,2,1,1
94EFF2,371934,6506403,0,54,,408,,1751,CANCELED,0,"122473,2999234,6506403,",,0,,371934,1,2,1,1
94F614,1497330,0,0,169,,1631,,9381,CANCELED,0,"6516220,",,0,,,1,2,1,3
94FEQC,851788,7256979,0,188,,1239,,11592,CANCELED,0,"3477141,3556264,1195793,2842725,3347424,7256979,",,0,,851788,1,2,1,1
94FF3F,7613642,0,0,107,,839,,5599,CANCELED,0,"5395122,7805332,",,0,,,1,2,1,3
94FPMH,3160357,1372281,0,145,,1308,,8000,CANCELED,0,"1372281,",,0,,3160357,1,2,1,1
94G5SF,374384,0,0,72,,894,,4321,CANCELED,0,"183774,7227390,6296586,2138511,7234714,1268332,",,0,,,1,2,1,3
94B8A1,681988,892084,0,98,,963,,4688,CANCELED,0,"3746403,1723644,4447931,7424928,1084845,892084,",,0,,681988,1,2,1,1
94B90H,4504647,0,0,208,,1891,,12324,CANCELED,0,"1543788,3623865,6630838,4160037,1589368,1661353,454120,5865608,",,0,,,1,2,1,3
94BB41,6372215,0,0,135,,1238,,7281,CANCELED,0,"4936526,2880797,1128345,4160037,6217831,",,0,,,1,2,1,3
94BBL7,98368,3735840,0,172,,1563,,9876,CANCELED,0,"1450144,532015,3735840,",,0,,98368,1,2,1,1
94BIBO,6812765,491340,0,207,,1441,,11292,CANCELED,0,"4953787,3585541,2631294,491340,",,0,,6812765,1,2,1,1
94BLG5,6124065,0,0,117,,971,,5340,CANCELED,0,,,0,,6124065,1,2,0,1
94BLPT,612749,0,0,74,,546,,2110,CANCELED,0,,,0,,,1,2,0,3
94BN8D,7809552,0,0,154,,1071,,7897,CANCELED,0,"7293382,",,0,,7809552,1,2,1,1
94BQCN,1431748,0,0,266,,1978,,15035,CANCELED,0,,,0,,,1,2,0,3
94BSC5,615790,0,0,129,,1128,,5807,CANCELED,0,"127502,2880797,",,0,,,1,2,1,3
94C5HT,287343,0,0,179,,1712,,10252,CANCELED,0,"1536130,",,0,,,1,2,1,3
94CCRR,8413,2944760,0,95,,1322,,6287,CANCELED,0,"7205280,2944760,",,0,,8413,1,2,1,1
94CD23,182243,4158317,0,92,,1150,,6143,CANCELED,0,"633647,4158317,",,0,,182243,1,2,1,1
94CE8B,1132788,0,0,169,,1418,,8641,CANCELED,0,,,0,,1132788,1,2,0,1
94CF67,6771252,7114484,0,131,,1223,,7066,CANCELED,0,"7405148,7114484,",,0,,6771252,1,2,1,1
94CJCI,6432331,0,0,165,,1508,,8703,CANCELED,0,"7292672,401350,3002252,2738312,4399727,7205913,",,0,,6432331,1,2,1,1
94D2AQ,2164223,4051657,0,122,,1368,,8944,CANCELED,0,"5511709,4051657,",,0,,2164223,1,2,1,1
94D38H,129008,6755289,0,136,,1813,,9994,CANCELED,0,"6546564,2277658,6672821,7347915,6755289,",,0,,129008,1,2,1,1
94D8H8,766833,5444852,0,130,,1390,,9659,CANCELED,0,"5444852,",,0,,766833,1,2,1,1
94DMM0,392967,4977811,0,44,,402,,1982,CANCELED,0,"4946809,360336,1313403,7256972,7617290,4977811,",,0,,392967,1,2,1,1
94DRDJ,2022561,0,0,117,,1351,,8434,CANCELED,0,"2269327,816454,7226887,7196709,6579798,6407027,",,0,,,1,2,1,3
94E1JF,3190717,0,0,231,,2165,,19099,CANCELED,0,,,0,,3190717,1,2,0,1
94EABS,20630,5048211,0,48,,595,,2246,CANCELED,0,"5048211,",,0,,20630,1,2,1,1
94EDCA,914222,0,0,72,,738,,4465,CANCELED,0,"5074436,6239719,5098321,",,0,,914222,1,2,1,1
94F33N,6066870,5254651,0,176,,1344,,9972,CANCELED,0,"527321,4002084,7243670,3031289,4902429,3118355,7234296,271454,4262750,4762755,7256972,7460927,5361907,181552,5254651,",,0,,6066870,1,2,1,1
94F43H,7714161,2218615,0,91,,875,,4062,CANCELED,0,"6004282,3746403,5004635,2649831,4874864,2903425,3174560,3711604,1265985,369703,7546244,2218615,",,0,,7714161,1,2,1,1
94F62A,7673319,204588,0,90,,637,,3798,CANCELED,0,"6199968,3379344,3216646,4075640,5928146,5416101,6788086,204588,",,0,,7673319,1,2,1,1
94FK5E,4885281,0,0,82,,679,,3573,CANCELED,0,"7228838,204355,7046681,6219755,1091298,7240173,",,0,,,1,2,1,3
94FM6K,6989435,0,0,58,,691,,3130,CANCELED,0,"6306442,4797302,2235066,1572662,3173571,560080,",,0,,,1,2,1,3
94G14P,93087,2829756,0,97,,1044,,6746,CANCELED,0,"4121203,7805622,978168,1187794,4697642,2829756,",,0,,93087,1,2,1,1
94G1P2,7503864,1363163,0,93,,915,,6390,CANCELED,0,"7271901,7095690,3618309,1363163,",,0,,7503864,1,2,1,1
94G2MJ,1097362,5798385,0,159,,1603,,9335,CANCELED,0,"6071598,5798385,",,0,,1097362,1,2,1,1
94ATP0,7124813,1245438,0,91,,898,,6257,CANCELED,0,"4901230,1245438,",,0,,7124813,1,2,1,1
94B9I0,3291332,0,0,164,,1442,,9332,CANCELED,0,"944658,5025752,3195894,2864107,737502,5886773,",,0,,,1,2,1,3
94BHSK,2824286,1919233,0,151,,1188,,6647,CANCELED,0,"316284,1919233,",,0,,2824286,1,2,1,1
94BJQM,7744903,7474160,0,214,,1915,,11469,CANCELED,0,"2526014,4730703,7474160,",,0,,7744903,1,2,1,1
94BKE6,1346432,0,0,144,,1434,,6438,CANCELED,0,"2462880,",,0,,,1,2,1,3
94BNC5,5922524,0,0,119,,1158,,5385,CANCELED,0,,,0,,,1,2,0,3
94BNTT,626681,3889463,0,124,,1152,,5748,CANCELED,0,"3473624,6745103,7087001,7824,2879227,2419385,3889463,",,0,,626681,1,2,1,1
94BO0E,1458983,0,0,195,,1511,,9746,CANCELED,0,,,0,,,1,2,0,3
94BOB2,7273165,0,0,227,,1933,,11243,CANCELED,0,"3330747,2043830,1233643,",,0,,,1,2,1,3
94BOFG,323945,0,0,199,,1767,,10486,CANCELED,0,"3440739,562974,",,0,,,1,2,1,3
94C0S1,2003108,7137315,0,174,,1274,,7759,CANCELED,0,"4459130,439705,3247624,2338391,7250494,7137315,",,0,,2003108,1,2,1,1
94C3OH,1394146,0,0,238,,1835,,14514,CANCELED,0,"4560973,",,0,,,1,2,1,3
94C5TO,1713604,0,0,57,,428,,1674,CANCELED,0,"4626676,",,0,,,1,2,1,3
94C6IN,7809659,3164399,0,30,,180,,0,CANCELED,0,"3164399,",,0,,7809659,1,2,1,1
94CB01,3319318,0,0,183,,1628,,10259,CANCELED,0,"1938107,377173,565602,",,0,,,1,2,1,3
94CP19,609752,3015193,0,51,,566,,2560,CANCELED,0,"7577265,217755,3015193,",,0,,609752,1,2,1,1
94DC2Q,183789,0,0,188,,2198,,14791,CANCELED,0,"3924064,",,0,,,1,2,1,3
94DK4F,2524584,1539433,0,63,,553,,2327,CANCELED,0,"1539433,",,0,,2524584,1,2,1,1
94DSMB,6241818,4484382,0,171,,1469,,10202,CANCELED,0,"7520581,4484382,",,0,,6241818,1,2,1,1
94E2FD,7026555,3832309,0,321,,2721,,21006,CANCELED,0,"6736497,122473,3986896,7256979,3802821,7463314,3832309,",,0,,3832309,1,2,1,2
94E50J,3028084,0,0,110,,1141,,7895,CANCELED,0,"6777004,24350,7385398,3053426,1382613,283903,",,0,,,1,2,1,3
94E698,5910225,2570422,0,31,,325,,723,CANCELED,0,"7554129,2570422,",,0,,5910225,1,2,1,1
94EKJQ,7117513,0,0,117,,1514,,8378,CANCELED,0,"2204726,5537865,",,0,,,1,2,1,3
94EO77,7328218,3485546,0,145,,1513,,7883,CANCELED,0,"3739736,6796870,7597749,989536,437912,3485546,",,0,,3485546,1,2,1,2
94F2G7,7459492,7549368,0,116,,887,,6101,CANCELED,0,"2887793,617251,1618001,5819361,3068053,7549368,",,0,,7459492,1,2,1,1
94FA2L,13871,3130607,0,60,,712,,3302,CANCELED,0,"3130607,",,0,,13871,1,2,1,1
94FAJB,4537752,6045756,0,64,,831,,3657,CANCELED,0,"2301059,4759787,6379648,6045756,",,0,,4537752,1,2,1,1
94FDEC,5201105,5978666,0,146,,1367,,8042,CANCELED,0,"7465691,5978666,",,0,,5201105,1,2,1,1
94FH2N,950554,2949631,0,152,,1439,,8401,CANCELED,0,"2949631,",,0,,950554,1,2,1,1
94FHLE,726580,2387653,0,131,,1308,,7244,CANCELED,0,"517973,6207673,2666751,2707623,6239719,7635127,2387653,",,0,,726580,1,2,1,1
94FIMB,2953010,4840823,0,109,,1128,,5026,CANCELED,0,"7414299,2666751,7064792,5641130,7240173,4840823,",,0,,2953010,1,2,1,1
94FOI0,230385,3625002,0,123,,1331,,6342,CANCELED,0,"126789,7228838,4915940,7358298,5857590,2180162,3625002,",,0,,230385,1,2,1,1
94FRCF,4817184,1749743,0,77,,573,,3439,CANCELED,0,"410057,1749743,",,0,,4817184,1,2,1,1
94G0AG,49144,0,0,82,,1035,,5228,CANCELED,0,"1313403,7479543,7642714,1959807,2920661,3068053,4365054,",,0,,,1,2,1,3
94B0RF,188963,0,0,77,,996,,4760,CANCELED,0,,,0,,,1,2,0,3
94BF7I,7398970,0,0,665,,3961,,36815,CANCELED,0,"4734658,2835087,",,0,,,1,2,1,3
94BOPA,2871837,0,0,128,,898,,5169,CANCELED,0,"6740826,6476691,5865608,",,0,,,1,2,1,3
94BPT2,751200,0,0,175,,1451,,8120,CANCELED,0,"1495725,682684,",,0,,,1,2,1,3
94BQMS,521982,0,0,217,,1917,,10525,CANCELED,0,"1919233,",,0,,,1,2,1,3
94C95S,2607787,0,0,100,,768,,4040,CANCELED,0,,,0,,2607787,1,2,0,1
94CB7D,4000894,0,0,196,,1880,,11159,CANCELED,0,"3625109,",,0,,,1,2,1,3
94D4L2,2224555,0,0,74,,890,,4537,CANCELED,0,"7586719,45953,7176852,3464409,",,0,,2224555,1,2,1,1
94D544,6981060,617251,0,89,,1159,,5814,CANCELED,0,"3265394,6205699,617251,",,0,,6981060,1,2,1,1
94D623,258079,7375995,0,91,,1212,,6004,CANCELED,0,"3355559,5410038,7375995,",,0,,258079,1,2,1,1
94D9BT,5821213,0,0,179,,1957,,14084,CANCELED,0,"5158279,4693626,",,0,,,1,2,1,3
94DHQH,186915,0,0,345,,3708,,29153,CANCELED,0,"6693140,7616759,",,0,,,1,2,1,3
94DI6G,6256490,6032371,0,91,,727,,4496,CANCELED,0,"3461370,1363610,5233365,1470949,3586718,7253382,4546278,2666768,955511,502445,7676485,6032371,",,0,,6032371,1,2,1,2
94EDAA,1424859,0,0,97,,1057,,6654,CANCELED,0,"2707623,6073137,2222305,410057,",,0,,,1,2,1,3
94EJEI,79308,0,0,123,,1166,,6407,CANCELED,0,"3040111,1469197,3598226,7115676,7266567,4498459,1030723,",,0,,,1,2,1,3
94FFPG,75982,957489,0,144,,1379,,7869,CANCELED,0,"2380321,151876,1382400,7053088,955511,957489,",,0,,75982,1,2,1,1
94FG4S,7805854,5955534,0,93,,1264,,4047,CANCELED,0,"1469295,5955534,",,0,,7805854,1,2,1,1
94FSI0,7517271,5700872,0,124,,1135,,6962,CANCELED,0,"2637739,3735840,3253322,5700872,",,0,,7517271,1,2,1,1
94G3TK,966849,6260638,0,284,,2511,,18514,CANCELED,0,"7253382,3155612,521708,2666751,91122,6529091,6260638,",,0,,6260638,1,2,1,2
94G4CH,2723046,5210093,0,165,,1609,,9874,CANCELED,0,"3623400,7355650,3301431,5210093,",,0,,2723046,1,2,1,1
94G8PQ,3828689,0,0,107,,1543,,7287,CANCELED,0,"2666751,4574198,4758595,7490602,",,0,,,1,2,1,3
94ATAG,7186328,0,0,197,,2125,,15730,CANCELED,0,"6045756,3360745,",,0,,,1,2,1,3
94ATJK,5204840,2780276,0,179,,2090,,14020,CANCELED,0,"382003,705948,2780276,",,0,,5204840,1,2,1,1
94BG31,6880300,0,0,224,,1656,,11715,CANCELED,0,"156806,4149673,55518,2805032,2477520,",,0,,,1,2,1,3
94BHH5,7342778,0,0,193,,1522,,9044,CANCELED,0,"3109825,156806,",,0,,,1,2,1,3
94BN6H,2831452,0,0,166,,1434,,8431,CANCELED,0,"7684328,3440739,",,0,,,1,2,1,3
94BO92,2514313,0,0,194,,1453,,9771,CANCELED,0,"5734123,",,0,,,1,2,1,3
94BT5N,7718851,0,0,130,,1237,,6112,CANCELED,0,"45972,2451395,",,0,,,1,2,1,3
94C4L7,3020852,0,0,195,,1746,,11462,CANCELED,0,"5656770,4971115,2368196,",,0,,,1,2,1,3
94C8DI,1398664,0,0,97,,744,,4228,CANCELED,0,,,0,,1398664,1,2,0,1
94C91H,1425933,6746607,0,259,,2411,,15829,CANCELED,0,"7310780,2105384,3790426,601881,6746607,",,0,,1425933,1,2,1,1
94CHQ8,7502555,0,0,227,,1977,,14217,CANCELED,0,,,0,,,1,2,0,3
94D43K,687815,2843707,0,86,,903,,5718,CANCELED,0,"2501921,6702419,1057947,1100244,2843707,",,0,,687815,1,2,1,1
94DGRE,7014573,0,0,85,,1234,,5345,CANCELED,0,"6064592,1307389,332627,7063058,",,0,,,1,2,1,3
94E17G,1018952,7506585,0,61,,622,,3508,CANCELED,0,"5547752,4922088,1526218,1160075,1723644,1797539,7506585,",,0,,1018952,1,2,1,1
94EH11,6439984,7147002,0,177,,1455,,10313,CANCELED,0,"5009947,7147002,",,0,,6439984,1,2,1,1
94EPFF,6963701,3170652,0,180,,1963,,14165,CANCELED,0,"2364497,6173703,3170652,",,0,,6963701,1,2,1,1
94FAC4,284045,521523,0,153,,1182,,7657,CANCELED,0,"6595741,521523,",,0,,284045,1,2,1,1
94FC4I,272607,7151511,0,187,,1686,,9843,CANCELED,0,"7151511,",,0,,272607,1,2,1,1
94FP0P,1684330,6857737,0,160,,1553,,8939,CANCELED,0,"7465691,4922088,6857737,",,0,,1684330,1,2,1,1
94FSHB,7757121,0,0,115,,1227,,8359,CANCELED,0,"2706890,3690433,2707624,4674834,1136199,",,0,,,1,2,1,3
94G075,103203,3690433,0,83,,884,,5399,CANCELED,0,"4512496,2632784,3690433,",,0,,103203,1,2,1,1
94B12N,4811956,7346431,0,55,,788,,2806,CANCELED,0,"5044036,7346431,",,0,,4811956,1,2,1,1
94BGON,993879,2738312,0,117,,945,,5367,CANCELED,0,"5294764,2738312,",,0,,993879,1,2,1,1
94BKIS,16655,7302937,0,170,,1772,,8505,CANCELED,0,"3623865,863854,5934895,375400,7302937,",,0,,16655,1,2,1,1
94BOD6,252637,0,0,142,,1249,,6890,CANCELED,0,,,0,,,1,2,0,3
94BSA1,6960,0,0,190,,1509,,8875,CANCELED,0,"452461,931680,",,0,,,1,2,1,3
94C168,5465815,0,0,201,,1764,,10441,CANCELED,0,,,0,,5465815,1,2,0,1
94C3BO,5395176,5943902,0,66,,525,,2678,CANCELED,0,"433785,4567518,3898227,6911982,5943902,",,0,,5395176,1,2,1,1
94C3TJ,310415,0,0,163,,1380,,9275,CANCELED,0,,,0,,,1,2,0,3
94CEH6,7193405,0,0,136,,1320,,7369,CANCELED,0,"7629364,5044892,2993780,542213,",,0,,,1,2,1,3
94CKC0,5019392,3314405,0,105,,1315,,7306,CANCELED,0,"7635428,3314405,",,0,,5019392,1,2,1,1
94D06I,3666132,1372281,0,41,,381,,1681,CANCELED,0,"7226887,4605551,1372281,",,0,,3666132,1,2,1,1
94D1PH,453774,0,0,167,,1526,,9370,CANCELED,0,"542346,7310780,4119829,4050820,2114387,",,0,,,1,2,1,3
94D7BN,97800,3325036,0,110,,1352,,7716,CANCELED,0,"3325036,",,0,,97800,1,2,1,1
94DANN,721405,6448650,0,112,,1386,,7912,CANCELED,0,"6448650,",,0,,721405,1,2,1,1
94DIN9,675380,7751305,0,65,,674,,3802,CANCELED,0,"7751305,",,0,,675380,1,2,1,1
94E17H,874724,4109287,0,134,,1174,,7604,CANCELED,0,"4109287,",,0,,874724,1,2,1,1
94EDOD,6921146,3818301,0,160,,1603,,12464,CANCELED,0,"3818301,",,0,,6921146,1,2,1,1
94EJTR,127315,3859456,0,96,,985,,5212,CANCELED,0,"7191025,1354237,2514050,63089,777789,4050081,3859456,",,0,,127315,1,2,1,1
94EQNT,648637,7513803,0,76,,617,,3261,CANCELED,0,"7234714,7513803,",,0,,648637,1,2,1,1
94FAND,373048,7515860,0,133,,1411,,9928,CANCELED,0,"7512887,2552977,2980036,7218133,7515860,",,0,,373048,1,2,1,1
94FDM7,3776169,809057,0,116,,1012,,5850,CANCELED,0,"3216646,7517252,3446892,809057,",,0,,3776169,1,2,1,1
94FH50,8438,3646772,0,124,,1144,,6467,CANCELED,0,"7401176,3646772,",,0,,8438,1,2,1,1
94FL2O,7381028,0,0,76,,526,,2868,CANCELED,0,"2005216,365056,5389624,2435547,1537829,3625002,",,0,,,1,2,1,3
94FN72,349396,6653137,0,95,,882,,4511,CANCELED,0,"1749743,2745649,3645195,2480023,6653137,",,0,,349396,1,2,1,1
94FNR0,398123,0,0,168,,1534,,9128,CANCELED,0,"199984,3766501,1163483,2047760,4366883,7355137,7299720,960300,2493310,",,0,,,1,2,1,3
94FQQH,1759262,3898722,0,59,,614,,2148,CANCELED,0,"3898722,",,0,,1759262,1,2,1,1
94BB8R,3900578,7292672,0,152,,1338,,8537,CANCELED,0,"6447826,7292672,",,0,,3900578,1,2,1,1
94BDNH,37434,0,0,172,,1472,,8616,CANCELED,0,"490041,1099076,5964321,7046537,2434963,",,0,,,1,2,1,3
94BHNR,1668412,0,0,175,,1341,,7926,CANCELED,0,"1329059,316284,2640499,",,0,,,1,2,1,3
94BLCS,332454,0,0,149,,1094,,6376,CANCELED,0,"5532217,3358344,",,0,,,1,2,1,3
94BM9B,978754,0,0,94,,869,,3146,CANCELED,0,"7824,2461860,3666068,3842500,857591,",,0,,,1,2,1,3
94BMJ5,7333914,690658,0,399,,2795,,23653,CANCELED,0,"690658,",,0,,7333914,1,2,1,1
94BQ7T,4515771,0,0,144,,1184,,6625,CANCELED,0,"727793,1495725,3806736,6368032,",,0,,,1,2,1,3
94C39J,153936,0,0,112,,940,,4915,CANCELED,0,"967815,",,0,,153936,1,2,1,1
94D1PB,626813,3161061,0,72,,840,,4423,CANCELED,0,"5767689,2435452,3161061,",,0,,626813,1,2,1,1
94D6BF,2923342,0,0,176,,1424,,10056,CANCELED,0,"4614292,",,0,,,1,2,1,3
94DGHB,2841001,1032742,0,116,,1349,,8362,CANCELED,0,"2628214,2395208,41815,1032742,",,0,,2841001,1,2,1,1
94E75A,5579257,0,0,42,,328,,953,CANCELED,0,"2785479,7719143,2125426,4060150,950543,4749292,1130090,6032587,",,0,,,1,2,1,3
94E8R7,775223,156806,0,130,,1747,,9497,CANCELED,0,"272613,156806,",,0,,775223,1,2,1,1
94ECIK,195110,4242659,0,164,,1796,,12719,CANCELED,0,"4242659,",,0,,195110,1,2,1,1
94EFIS,6430657,0,0,200,,1684,,13404,CANCELED,0,,,0,,6430657,1,2,0,1
94EQHE,7673319,4798150,0,92,,770,,4329,CANCELED,0,"2887793,4798150,",,0,,7673319,1,2,1,1
94F06I,324734,0,0,119,,1091,,6157,CANCELED,0,"7521993,6172769,534532,4831590,1495725,6199968,",,0,,,1,2,1,3
94F9PS,3991014,0,0,102,,1220,,7117,CANCELED,0,"7167032,3088102,3379344,4058241,",,0,,,1,2,1,3
94FO3S,108130,0,0,163,,1666,,9146,CANCELED,0,"2268343,6188076,",,0,,,1,2,1,3
94G8TK,111137,0,0,132,,1644,,9694,CANCELED,0,"4719599,1645807,1497581,3590235,",,0,,,1,2,1,3
94B806,4098475,3623865,0,53,,764,,2534,CANCELED,0,"1071272,1661353,5909346,1512809,3623865,",,0,,4098475,1,2,1,1
94B94A,2692789,2497916,0,106,,1293,,7383,CANCELED,0,"2497916,",,0,,2692789,1,2,1,1
94BC23,719804,0,0,160,,1432,,9067,CANCELED,0,"2107796,4459130,552017,3790034,",,0,,,1,2,1,3
94BGAG,3487600,5861650,0,136,,1017,,5595,CANCELED,0,"5861650,",,0,,3487600,1,2,1,1
94BKG2,7143060,0,0,75,,650,,2522,CANCELED,0,"197795,4730703,",,0,,,1,2,1,3
94BN3P,2175109,0,0,199,,1643,,10628,CANCELED,0,"2105384,4024726,",,0,,,1,2,1,3
94BOCK,6035576,0,0,85,,653,,2760,CANCELED,0,"1829202,3818984,5199231,1919233,4997680,3130309,1104335,7071025,512506,",,0,,,1,2,1,3
94BOHL,222265,0,0,180,,1572,,9324,CANCELED,0,"6693184,",,0,,,1,2,1,3
94C17O,1526392,0,0,127,,889,,5571,CANCELED,0,,,0,,,1,2,0,3
94C69H,1876536,0,0,132,,1211,,7056,CANCELED,0,"7522604,",,0,,,1,2,1,3
94C9HT,5565083,628648,0,97,,932,,4837,CANCELED,0,"5826411,2893902,4138093,7554084,4455495,951093,628648,",,0,,628648,1,2,1,2
94C9NJ,6329470,0,0,438,,3432,,32066,CANCELED,0,"273331,",,0,,,1,2,1,3
94CE2C,4933401,0,0,120,,1399,,6960,CANCELED,0,"7347162,4273853,2950848,3618921,552017,5902186,5733692,5249719,7191082,3272716,4672466,2724676,",,0,,,1,2,1,3
94CE9G,2743445,0,0,120,,950,,5559,CANCELED,0,,,0,,2743445,1,2,0,1
94COO2,96009,0,0,130,,1155,,6116,CANCELED,0,"2811561,",,0,,,1,2,1,3
94CSQG,675380,0,0,109,,1267,,7771,CANCELED,0,"5113110,2105384,665624,2883997,",,0,,,1,2,1,3
94D05E,2630895,7193587,0,167,,1312,,9879,CANCELED,0,"50463,2105384,7193587,",,0,,2630895,1,2,1,1
94D28I,7810899,2419499,0,119,,1361,,8670,CANCELED,0,"3634153,339074,2419499,",,0,,7810899,1,2,1,1
94DBRI,4231134,0,0,114,,1085,,6205,CANCELED,0,"3924064,",,0,,,1,2,1,3
94DHJ0,1870643,0,0,107,,2001,,7023,CANCELED,0,"7281426,",,0,,,1,2,1,3
94DHLK,3156286,0,0,68,,849,,4042,CANCELED,0,"6995569,1495128,1609428,1404807,3811843,3108854,",,0,,,1,2,1,3
94DMAL,3791346,2172126,0,209,,2473,,16654,CANCELED,0,"2172126,",,0,,3791346,1,2,1,1
94DPO4,1201382,5011785,0,60,,698,,3281,CANCELED,0,"5780319,5011785,",,0,,1201382,1,2,1,1
94E62O,7277297,5758586,0,118,,1019,,6278,CANCELED,0,"3143549,6986048,1415352,5758586,",,0,,7277297,1,2,1,1
94E6S1,801085,0,0,64,,604,,3766,CANCELED,0,"5391089,1322931,",,0,,801085,1,2,1,1
94EBM4,405518,2881206,0,92,,1183,,6084,CANCELED,0,"2881206,",,0,,405518,1,2,1,1
