hashed_id,rider_id,driver_id,fare,estimated_fare,ride_duration,estimated_ride_duration,ride_distance,estimated_ride_distance,status,rating,drivers_tried,undiscounted_fare,review_requested,discount,canceled_by,payment_type,status_rec,driver_assigned,canceled_by_type
94D5P8,1385053,5809355,25,51,463,519,2554,2554,COMPLETED,0,"2924339,5809355,",51,0,25,,1,1,1,0
94EOEG,1109704,1245463,49,87,1946,703,4359,4051,COMPLETED,5,"1245463,",99,0,49,,1,1,1,0
94ETNP,1249833,4276293,42,85,880,685,3531,3531,COMPLETED,5,"2463472,4276293,",85,0,42,,1,1,1,0
94F13S,47271,2804231,37,72,1044,718,2872,2872,COMPLETED,5,"2896628,670957,2804231,",75,0,37,,1,1,1,0
94EMDC,2028373,4424449,46,90,1076,814,3950,4815,COMPLETED,5,"1817550,946449,2148785,4424449,",92,0,46,,1,1,1,0
94F8HA,996476,2475503,189,204,3304,2483,16219,16219,COMPLETED,0,"6685639,2475503,",210,0,21,,1,1,1,0
94G1TO,7094419,3477141,189,209,2568,2228,16904,16904,COMPLETED,0,"3177114,3477141,",209,0,21,,1,1,1,0
94G52A,161310,1709507,37,73,716,913,4478,4478,COMPLETED,5,"2222305,1709507,",73,0,37,,1,1,1,0
94B87F,2558669,3796177,47,94,712,787,4471,4471,COMPLETED,5,"3796177,",94,0,47,,1,1,1,0
94CE46,1995617,1470048,236,263,3078,2403,15733,15975,COMPLETED,5,"7347162,1470048,",263,0,26,,1,1,1,0
94DA7S,1881263,5542462,47,92,1444,1072,6147,6147,COMPLETED,5,"5542462,",94,0,47,,1,1,1,0
94BIFM,1412510,7528387,33,67,554,511,3131,3131,COMPLETED,0,"7528387,",67,0,33,,1,1,1,0
94BM0H,7382924,7239144,44,85,1054,665,3330,3330,COMPLETED,4,"3198353,7239144,",88,0,44,,1,1,1,0
94CB2H,4750741,2574218,193,214,2171,2132,10561,14304,COMPLETED,5,"2574218,",214,0,21,,1,1,1,0
94DE9A,4910999,4525539,43,85,904,996,5598,5598,COMPLETED,5,"4651075,452461,2911832,4525539,",85,0,43,,1,1,1,0
94DN25,2812644,4253332,30,60,756,631,3391,3391,COMPLETED,0,"3658541,2944760,5918959,7256972,5577321,24350,3539961,4253332,",60,0,30,,1,1,1,0
94E9SM,3150331,2394533,48,54,567,747,2662,2662,COMPLETED,0,"5444852,2394533,",54,0,5,,1,1,1,0
94FC4O,1761472,5547851,47,81,2075,699,3533,3533,COMPLETED,0,"7151511,5598165,5547851,",93,0,47,,1,1,1,0
94B8N9,3263271,2883997,0,157,,1444,,8782,CANCELED,0,"7046920,2883997,",,0,,3263271,1,2,1,1
94B9CR,2543751,0,0,61,,683,,2084,CANCELED,0,"7369676,7049287,3287081,646499,",,0,,,1,2,1,3
94BF18,250644,0,0,155,,1487,,8619,CANCELED,0,,,0,,,1,2,0,3
94BFAR,2668787,6745103,0,131,,958,,5365,CANCELED,0,"183846,306426,6745103,",,0,,2668787,1,2,1,1
94BKRS,631274,0,0,114,,957,,5037,CANCELED,0,,,0,,631274,1,2,0,1
94BN0N,415082,0,0,104,,848,,3721,CANCELED,0,,,0,,,1,2,0,3
94BO18,6946840,0,0,152,,1435,,7447,CANCELED,0,,,0,,6946840,1,2,0,1
94CDKP,7288495,0,0,70,,820,,3158,CANCELED,0,"7192847,738221,6181739,",,0,,,1,2,1,3
94CFR6,808612,6135715,0,169,,1656,,9262,CANCELED,0,"4672466,4273853,5145646,2060836,7191082,6135715,",,0,,808612,1,2,1,1
94CKGO,3672792,4528068,0,64,,639,,2828,CANCELED,0,"4528068,",,0,,3672792,1,2,1,1
94CQEL,1868087,0,0,99,,758,,5034,CANCELED,0,"1956847,1415352,2125426,",,0,,1868087,1,2,1,1
94D41C,1043077,7056018,0,123,,930,,6840,CANCELED,0,"7056018,",,0,,1043077,1,2,1,1
94DF20,5629202,6682359,0,119,,1343,,8616,CANCELED,0,"6682359,",,0,,5629202,1,2,1,1
94DRKL,52916,2363461,0,100,,1184,,6901,CANCELED,0,"6668368,6778410,2363461,",,0,,52916,1,2,1,1
94ELCC,7813920,1323868,0,111,,1223,,7984,CANCELED,0,"1323868,",,0,,7813920,1,2,1,1
94EO40,5340585,7144996,0,148,,1288,,7675,CANCELED,0,"7144996,",,0,,5340585,1,2,1,1
94EOGC,2145924,2914825,0,142,,1234,,7787,CANCELED,0,"3022264,2914825,",,0,,2145924,1,2,1,1
94EP3T,7330528,5017349,0,162,,1319,,9244,CANCELED,0,"729282,5017349,",,0,,7330528,1,2,1,1
94ETCO,237809,4243060,0,121,,1088,,6054,CANCELED,0,"906324,3658541,4243060,",,0,,237809,1,2,1,1
94F29O,7029362,0,0,106,,817,,5410,CANCELED,0,"5405418,4779407,7178878,4109287,534532,6499852,4831590,496787,2650389,",,0,,,1,2,1,3
94F305,1670534,3705753,0,95,,887,,4516,CANCELED,0,"1556014,496787,7549368,369703,3705753,",,0,,1670534,1,2,1,1
94FLID,720772,6377607,0,184,,1658,,10580,CANCELED,0,"4915218,6307926,7553957,7576286,3628126,425988,6377607,",,0,,6377607,1,2,1,2
94FN3D,1035483,0,0,113,,976,,5832,CANCELED,0,"2452824,2222305,1389894,358954,3577750,3598308,",,0,,,1,2,1,3
94B0KS,7679136,0,0,75,,1081,,4551,CANCELED,0,"4798733,",,0,,,1,2,1,3
94B886,372681,5659793,0,163,,1490,,9233,CANCELED,0,"256809,1016256,6630838,4899265,5659793,",,0,,5659793,1,2,1,2
94BCGO,1264782,0,0,127,,1225,,5456,CANCELED,0,"5920900,",,0,,,1,2,1,3
94BF0K,4008019,0,0,226,,1713,,10683,CANCELED,0,"1878368,156806,5578741,1661353,",,0,,4008019,1,2,1,1
94BKMH,7200505,0,0,103,,691,,3764,CANCELED,0,"1920764,",,0,,,1,2,1,3
94BONM,7125340,0,0,99,,897,,3611,CANCELED,0,"5821097,5475337,5262921,1468519,6729229,4660916,",,0,,,1,2,1,3
94C8IS,7059308,0,0,110,,1076,,5491,CANCELED,0,"154971,986095,",,0,,7059308,1,2,1,1
94CA36,962029,2376372,0,65,,600,,2458,CANCELED,0,"3118706,979185,3439194,2376372,",,0,,962029,1,2,1,1
94D41O,206789,0,0,158,,1978,,12018,CANCELED,0,,,0,,206789,1,2,0,1
94D8I8,860669,3726360,0,64,,721,,3659,CANCELED,0,"967915,4919062,247790,3726360,",,0,,860669,1,2,1,1
94DEDN,4231134,0,0,123,,1166,,6814,CANCELED,0,"5996235,3632603,1238849,",,0,,,1,2,1,3
94DQ3R,5817734,169159,0,143,,1398,,8206,CANCELED,0,"2652964,3189331,6523424,169159,",,0,,169159,1,2,1,2
94F57S,627811,0,0,76,,694,,3165,CANCELED,0,"1267122,5885255,4121203,3287842,7144830,4867458,2440659,85923,7064792,7201724,6246985,4058831,",,0,,,1,2,1,3
94F8AR,64773,0,0,111,,878,,5268,CANCELED,0,"1742179,339522,",,0,,,1,2,1,3
94F9AR,335385,128057,0,107,,930,,4872,CANCELED,0,"6595741,5547851,1901988,3021307,4873644,128057,",,0,,335385,1,2,1,1
94FH4T,74131,7413455,0,66,,889,,3818,CANCELED,0,"7413455,",,0,,74131,1,2,1,1
94FJDN,2130348,4390095,0,174,,1428,,10109,CANCELED,0,"4390095,",,0,,2130348,1,2,1,1
94FO22,839671,0,0,132,,1190,,7098,CANCELED,0,"2047760,3766501,45972,2506828,271454,3790277,5305175,7726195,",,0,,,1,2,1,3
94FQ58,3149947,3838345,0,49,,408,,1339,CANCELED,0,"5461894,7127612,3838345,",,0,,3149947,1,2,1,1
94G260,1720113,205103,0,191,,2381,,15037,CANCELED,0,"205103,",,0,,1720113,1,2,1,1
94G2O4,202314,5952945,0,94,,810,,4813,CANCELED,0,"2651466,341512,2913761,5952945,",,0,,5952945,1,2,1,2
94G43H,18008,7037462,0,142,,1239,,8078,CANCELED,0,"521683,5809656,7037462,",,0,,18008,1,2,1,1
94G4R1,744110,7676485,0,138,,1441,,10447,CANCELED,0,"5821097,6136806,3032027,7588680,6207673,7676485,",,0,,744110,1,2,1,1
94G963,170443,7413455,0,128,,1416,,9446,CANCELED,0,"7413455,",,0,,170443,1,2,1,1
94B4FD,265516,0,0,115,,1578,,8094,CANCELED,0,"2236021,",,0,,,1,2,1,3
94B91E,126602,5309777,0,152,,1425,,8432,CANCELED,0,"5309777,",,0,,126602,1,2,1,1
94BAPE,7283641,0,0,103,,793,,5169,CANCELED,0,"1859863,335534,",,0,,,1,2,1,3
94BARN,2423196,0,0,126,,1221,,6609,CANCELED,0,,,0,,,1,2,0,3
94BB34,719804,0,0,160,,1432,,9067,CANCELED,0,"2107796,4459130,3877933,",,0,,,1,2,1,3
94BEQ2,68892,0,0,136,,1187,,6401,CANCELED,0,"6729229,",,0,,,1,2,1,3
94BITG,12006,0,0,135,,927,,5737,CANCELED,0,"3888270,5734123,",,0,,,1,2,1,3
94BM00,7487583,0,0,155,,1584,,7546,CANCELED,0,"515992,6476695,994685,7108857,7266567,4058470,",,0,,,1,2,1,3
94C11H,354290,0,0,181,,1495,,8297,CANCELED,0,"4253332,1470048,2706890,",,0,,,1,2,1,3
94CGHM,2420633,2024119,0,161,,1776,,12422,CANCELED,0,"2024119,",,0,,2420633,1,2,1,1
94CHG1,915366,0,0,58,,573,,3157,CANCELED,0,"5729792,7555930,6245485,1370738,850141,1579566,4332251,",,0,,,1,2,1,3
94D47I,214229,3886241,0,243,,2494,,14964,CANCELED,0,"1171730,2358521,223273,3886241,",,0,,3886241,1,2,1,2
94DDPM,43465,0,0,160,,1918,,12276,CANCELED,0,"7576286,7732891,",,0,,,1,2,1,3
94DO1T,183751,7555609,0,281,,3072,,23322,CANCELED,0,"7555609,",,0,,183751,1,2,1,1
94E6AG,6994350,7545433,0,164,,1724,,12810,CANCELED,0,"7545433,",,0,,6994350,1,2,1,1
94EBI2,2168306,4637356,0,99,,1228,,6796,CANCELED,0,"4637356,",,0,,2168306,1,2,1,1
94EIM6,4437340,293353,0,32,,238,,183,CANCELED,0,"1798235,3703946,1562931,293353,",,0,,4437340,1,2,1,1
94ELAE,584790,3245581,0,180,,1530,,10360,CANCELED,0,"3333010,5776108,3245581,",,0,,584790,1,2,1,1
94EMGB,1172268,0,0,167,,1619,,9476,CANCELED,0,,,0,,,1,2,0,3
94EQRT,82551,0,0,111,,957,,6530,CANCELED,0,"6270872,6064718,265623,6345000,5264076,2463472,",,0,,,1,2,1,3
94FHDO,2348041,3317054,0,154,,1386,,8658,CANCELED,0,"93298,3803286,2562160,4760260,2552977,3317054,",,0,,2348041,1,2,1,1
94FMRM,58609,0,0,76,,592,,3148,CANCELED,0,"1809909,2005216,71596,",,0,,58609,1,2,1,1
94FOT3,350436,4915940,0,139,,1141,,7300,CANCELED,0,"4915940,",,0,,350436,1,2,1,1
94FR8C,114817,6495719,0,142,,1248,,6996,CANCELED,0,"2047760,1511012,4718165,6495719,",,0,,114817,1,2,1,1
94G3F9,7432415,0,0,115,,1330,,8303,CANCELED,0,"6635419,1553582,5920609,3885982,6710706,3216402,4349145,",,0,,,1,2,1,3
94B3OP,6321511,2368402,0,191,,2223,,15087,CANCELED,0,"7387768,2368402,",,0,,6321511,1,2,1,1
94B452,299668,5257613,0,107,,1329,,7530,CANCELED,0,"5257613,",,0,,5257613,1,2,1,2
94BENM,1153978,0,0,162,,1360,,9269,CANCELED,0,"178923,",,0,,,1,2,1,3
94BLNA,3373438,0,0,140,,1019,,5837,CANCELED,0,"3358344,1919233,",,0,,3373438,1,2,1,1
94BMHC,51374,0,0,159,,1229,,7085,CANCELED,0,"3358344,206434,732948,",,0,,,1,2,1,3
94BMO2,1916541,0,0,292,,2031,,16770,CANCELED,0,,,0,,,1,2,0,3
94BNO5,3249967,3897968,0,123,,939,,4847,CANCELED,0,"833991,7719152,2461860,3897968,",,0,,3249967,1,2,1,1
94C8NK,324670,0,0,113,,1112,,5322,CANCELED,0,"344346,783903,3282352,145509,6574590,7355455,4383159,5578741,",,0,,,1,2,1,3
94CT8P,223250,5662967,0,57,,619,,3081,CANCELED,0,"4087811,2599146,2471717,703658,4141187,1817550,2825802,7517477,5662967,",,0,,5662967,1,2,1,2
94D0HL,7402402,0,0,100,,1298,,6806,CANCELED,0,"2105384,7191789,",,0,,,1,2,1,3
94D62M,26194,0,0,71,,842,,4290,CANCELED,0,"2526014,2785479,",,0,,26194,1,2,1,1
94DFB9,4733301,0,0,111,,1339,,7915,CANCELED,0,"2861207,4864515,6995569,2165753,",,0,,4733301,1,2,1,1
94DPK3,4262765,0,0,73,,801,,2997,CANCELED,0,,,0,,4262765,1,2,0,1
94E2MA,231007,0,0,71,,545,,2000,CANCELED,0,"901873,1618001,7226624,2745649,5963552,",,0,,,1,2,1,3
94E4RF,6971661,2835325,0,123,,1431,,8988,CANCELED,0,"2569396,2835325,",,0,,6971661,1,2,1,1
94ECP5,1049024,294478,0,69,,953,,3990,CANCELED,0,"7381363,7617001,3326274,3748810,294478,",,0,,1049024,1,2,1,1
94EFDB,5201105,7529206,0,146,,1286,,8062,CANCELED,0,"4467611,7258192,1117725,7264575,7434274,7529206,",,0,,5201105,1,2,1,1
94EGQ6,990756,578446,0,137,,1118,,7492,CANCELED,0,"3659337,578446,",,0,,990756,1,2,1,1
94F0AG,291104,0,0,139,,1453,,8495,CANCELED,0,"7295202,2071323,3576733,2096241,2250561,",,0,,291104,1,2,1,1
94F1QI,265432,4424449,0,93,,739,,5148,CANCELED,0,"3309589,6231311,2120250,582130,4424449,",,0,,265432,1,2,1,1
94FL2F,584790,4605012,0,81,,671,,3336,CANCELED,0,"2291775,2343234,1224402,2115788,1163483,6727300,2640499,271454,2047760,601929,4605012,",,0,,584790,1,2,1,1
94FQQA,155224,2913029,0,171,,1834,,9872,CANCELED,0,"4006411,3216646,121352,7598179,967815,2811561,2702621,2913029,",,0,,155224,1,2,1,1
94G2GF,1538181,6585225,0,135,,1169,,7611,CANCELED,0,"7540684,7404023,6523485,6258596,7108155,6585225,",,0,,1538181,1,2,1,1
94G5C5,195442,0,0,99,,1282,,5235,CANCELED,0,"3640241,6045617,6215907,5441855,380699,3253322,5461220,",,0,,,1,2,1,3
94ATF9,7600495,0,0,132,,1317,,9901,CANCELED,0,"6615615,6122056,",,0,,,1,2,1,3
94BC63,42013,0,0,79,,803,,3344,CANCELED,0,"2883997,3972471,7185004,2885211,7104845,",,0,,,1,2,1,3
94BFPC,650118,6230042,0,163,,1435,,8261,CANCELED,0,"1661353,375400,156806,4439553,421327,3002793,6230042,",,0,,6230042,1,2,1,2
94BNFD,6703258,0,0,159,,1061,,7705,CANCELED,0,,,0,,,1,2,0,3
94BP3P,91312,7295202,0,193,,1759,,10113,CANCELED,0,"7295202,",,0,,91312,1,2,1,1
94BPAE,817417,0,0,178,,1541,,9233,CANCELED,0,"1435200,375400,2923936,1693703,",,0,,,1,2,1,3
94C0EC,140032,0,0,115,,973,,5945,CANCELED,0,"2843439,7116154,4978210,7684328,",,0,,,1,2,1,3
94C0LS,6148543,0,0,162,,1838,,10171,CANCELED,0,"1674319,1243731,5694984,3821909,",,0,,,1,2,1,3
94C1D1,94981,2166135,0,111,,1504,,7792,CANCELED,0,"2690248,570496,2166135,",,0,,94981,1,2,1,1
94C3N1,237453,7103809,0,85,,1304,,5366,CANCELED,0,"552017,7671499,5009626,7103809,",,0,,7103809,1,2,1,2
94C8EO,7135331,0,0,73,,792,,3452,CANCELED,0,"5391089,7074644,1627948,5723281,3208331,1934621,",,0,,,1,2,1,3
94C8PT,1263239,4373948,0,150,,1252,,9579,CANCELED,0,"430621,6636986,2754992,4373948,",,0,,1263239,1,2,1,1
94C9B5,226230,0,0,295,,2376,,20836,CANCELED,0,"3974971,",,0,,,1,2,1,3
94CHLP,2824357,0,0,184,,1648,,10077,CANCELED,0,"45972,433588,",,0,,,1,2,1,3
94CM56,864507,3969318,0,133,,1169,,8175,CANCELED,0,"3969318,",,0,,864507,1,2,1,1
94CRLO,7750742,0,0,71,,624,,2983,CANCELED,0,"4693626,7758994,3898227,2125426,",,0,,,1,2,1,3
94CS6Q,6991609,1959639,0,180,,2028,,14114,CANCELED,0,"5944953,1494445,1959639,",,0,,1959639,1,2,1,2
94CTAB,1461836,2041463,0,79,,682,,3691,CANCELED,0,"3143549,1654420,2041463,",,0,,1461836,1,2,1,1
94D353,636840,6179074,0,69,,842,,4075,CANCELED,0,"6179074,",,0,,636840,1,2,1,1
94D3DL,1341094,118608,0,45,,550,,1950,CANCELED,0,"7278089,1243192,2062943,118608,",,0,,1341094,1,2,1,1
94D3IF,647151,1805784,0,99,,1075,,6860,CANCELED,0,"6077116,2843439,3333824,1243192,3739736,2501921,4466282,1057947,2269327,2924339,1805784,",,0,,647151,1,2,1,1
94DE5E,3116651,340112,0,64,,569,,3825,CANCELED,0,"3111063,3108854,340112,",,0,,3116651,1,2,1,1
94DNNL,2600792,2881206,0,80,,1085,,4964,CANCELED,0,"7299125,3030168,2168654,2881206,",,0,,2600792,1,2,1,1
94E08M,346118,3142714,0,92,,1220,,6130,CANCELED,0,"6136019,7512602,7053088,3743123,364543,7064310,2665842,3142714,",,0,,346118,1,2,1,1
94EACB,2815469,1111452,0,62,,828,,3412,CANCELED,0,"650099,5759084,6370197,2440659,4290519,2136746,7549443,610178,1111452,",,0,,1111452,1,2,1,2
94EDR7,602107,0,0,94,,989,,6457,CANCELED,0,"5768250,466291,",,0,,602107,1,2,1,1
94EJNC,7127679,7526673,0,121,,1339,,8821,CANCELED,0,"7646415,7565132,145509,6811911,7310780,309637,1644972,3145280,6728386,7526673,",,0,,7127679,1,2,1,1
94F1RQ,377618,0,0,159,,1423,,8976,CANCELED,0,"7746425,339522,548894,",,0,,,1,2,1,3
94F7BK,7782403,0,0,94,,798,,3973,CANCELED,0,"5529624,1732136,3143549,1141761,4331619,122457,7347915,",,0,,,1,2,1,3
94F7Q7,7747264,7347915,0,136,,1339,,7274,CANCELED,0,"4331619,3539519,344346,204588,7215537,7347915,",,0,,7747264,1,2,1,1
94FNMQ,7327648,413167,0,184,,2082,,14538,CANCELED,0,"413167,",,0,,7327648,1,2,1,1
94FP7H,7467991,7168659,0,122,,1100,,5699,CANCELED,0,"7168659,",,0,,7467991,1,2,1,1
94FTPT,416078,3292397,0,167,,1442,,9646,CANCELED,0,"2447005,6778208,7582497,3030080,347523,3292397,",,0,,416078,1,2,1,1
94G195,57602,697748,0,75,,678,,3213,CANCELED,0,"2659255,6777004,131515,7226615,486523,7428526,697748,",,0,,57602,1,2,1,1
94G3AK,7791178,1553582,0,69,,630,,2929,CANCELED,0,"6710706,3588693,2137394,4830535,2552977,7525039,7605850,1926644,1553582,",,0,,1553582,1,2,1,2
94G5IT,7814981,3050177,0,97,,1020,,5307,CANCELED,0,"1024021,2148785,2912798,737448,7414299,3050177,",,0,,3050177,1,2,1,2
94B2DL,4719973,0,0,78,,818,,4975,CANCELED,0,"6803256,1418159,",,0,,,1,2,1,3
94B46F,12696,835464,0,87,,1086,,5715,CANCELED,0,"7460079,835464,",,0,,12696,1,2,1,1
94B65P,718881,1595350,0,95,,1170,,6419,CANCELED,0,"738807,1595350,",,0,,718881,1,2,1,1
94BABT,7478073,7405148,0,132,,1048,,7216,CANCELED,0,"7452345,5157946,4377477,7824,7405148,",,0,,7478073,1,2,1,1
94BHIQ,137629,5680282,0,111,,963,,4975,CANCELED,0,"4718142,204355,5680282,",,0,,137629,1,2,1,1
94BJO1,3547114,7240173,0,158,,1203,,6815,CANCELED,0,"1084845,7240173,",,0,,3547114,1,2,1,1
94CC7A,5537344,0,0,80,,758,,3463,CANCELED,0,"1818932,3876233,7493316,1831387,1015536,4580819,7366933,3514839,3491013,",,0,,,1,2,1,3
94CJLD,4843689,4770062,0,93,,717,,3504,CANCELED,0,"6219755,4274146,7114484,7178878,7629364,315157,3461370,1021491,4770062,",,0,,4770062,1,2,1,2
94CLOQ,4503003,809057,0,124,,1367,,9103,CANCELED,0,"5857657,4058241,809057,",,0,,4503003,1,2,1,1
94CN1E,2750102,0,0,197,,1603,,11843,CANCELED,0,"6222546,",,0,,2750102,1,2,1,1
94D3A9,4986747,0,0,74,,1034,,4431,CANCELED,0,"2306188,1160075,",,0,,4986747,1,2,1,1
94D9OI,6764348,0,0,48,,705,,2178,CANCELED,0,"1516217,7492005,7434274,5963517,",,0,,,1,2,1,3
94DIO5,5113409,0,0,251,,2416,,20889,CANCELED,0,"7458081,",,0,,,1,2,1,3
94DKOD,3704708,350230,0,100,,1080,,6985,CANCELED,0,"1382400,2413353,1104335,350230,",,0,,3704708,1,2,1,1
94DRS9,1452713,0,0,229,,2287,,18758,CANCELED,0,"5198464,",,0,,,1,2,1,3
94EAR6,600761,1332400,0,175,,2099,,13607,CANCELED,0,"7301927,1332400,",,0,,600761,1,2,1,1
94EGN5,2390404,1260584,0,102,,1390,,6925,CANCELED,0,"3848762,7605091,2070682,4104949,1260584,",,0,,2390404,1,2,1,1
94ESEA,5488211,0,0,155,,1330,,8154,CANCELED,0,"4141187,7299720,1638317,2659123,4072811,2230049,428843,",,0,,,1,2,1,3
94F9ME,4161140,3876604,0,220,,1731,,11636,CANCELED,0,"3876604,",,0,,4161140,1,2,1,1
94FC35,35469,0,0,95,,807,,4393,CANCELED,0,"2745649,4058241,6380183,3389323,7493316,1357912,488813,",,0,,,1,2,1,3
94FEMB,540606,0,0,166,,1429,,10740,CANCELED,0,"6179074,4560766,4365332,912138,",,0,,,1,2,1,3
94FFG2,249650,4320058,0,114,,1058,,6694,CANCELED,0,"6073137,4320058,",,0,,249650,1,2,1,1
94FP2A,15757,0,0,149,,1343,,7598,CANCELED,0,"2047760,3187135,6169283,4050057,162689,2666177,",,0,,,1,2,1,3
94FTKQ,414903,3303324,0,95,,1087,,6475,CANCELED,0,"4840823,3303324,",,0,,414903,1,2,1,1
94G0KE,2478276,0,0,147,,1527,,7886,CANCELED,0,"7347915,2636001,1926644,7280851,1313403,7635506,1661353,",,0,,,1,2,1,3
94G432,632358,3034326,0,244,,2449,,15430,CANCELED,0,"3034326,",,0,,632358,1,2,1,1
94G56K,2449191,912138,0,76,,765,,3397,CANCELED,0,"912138,",,0,,2449191,1,2,1,1
94B72A,310546,7206955,0,88,,984,,5853,CANCELED,0,"6263276,7206955,",,0,,310546,1,2,1,1
94BH7L,588431,5555010,0,286,,2140,,16270,CANCELED,0,"428843,5555010,",,0,,588431,1,2,1,1
94BO11,7505476,0,0,43,,505,,1113,CANCELED,0,"5204048,7134352,",,0,,,1,2,1,3
94BRBR,718050,1175322,0,168,,1398,,8080,CANCELED,0,"1175322,",,0,,718050,1,2,1,1
94C0RQ,3873660,0,0,97,,806,,4406,CANCELED,0,,,0,,,1,2,0,3
94C4AS,264108,1504258,0,152,,1480,,7463,CANCELED,0,"1504258,",,0,,264108,1,2,1,1
94C99M,7187462,4919068,0,82,,733,,3632,CANCELED,0,"641932,5955534,7284533,4919068,",,0,,7187462,1,2,1,1
94CB0I,722750,0,0,127,,981,,5657,CANCELED,0,"410057,7360561,3354659,3585853,3857981,",,0,,,1,2,1,3
94CCF9,2043614,7185004,0,98,,1022,,6784,CANCELED,0,"6412601,1536130,1382400,6266028,7185004,",,0,,2043614,1,2,1,1
94CGEG,167,0,0,248,,1951,,14866,CANCELED,0,,,0,,,1,2,0,3
94CGP6,2588716,7254003,0,72,,634,,2582,CANCELED,0,"7254003,",,0,,2588716,1,2,1,1
94CJ6K,7676245,0,0,56,,554,,1781,CANCELED,0,"7559769,1470949,5780319,3987129,",,0,,,1,2,1,3
94CTFF,4320843,0,0,237,,2594,,19319,CANCELED,0,"7272550,",,0,,,1,2,1,3
94D9QG,343739,0,0,127,,1456,,9344,CANCELED,0,"41815,",,0,,,1,2,1,3
94DRR7,7810899,1565251,0,138,,1093,,7599,CANCELED,0,"2224284,4560766,901873,1565251,",,0,,7810899,1,2,1,1
94E4CR,2140785,0,0,140,,1676,,10441,CANCELED,0,"478022,7071025,4771286,2289390,1258891,",,0,,,1,2,1,3
94EMHE,7388137,5391089,0,129,,1100,,6945,CANCELED,0,"5391089,",,0,,7388137,1,2,1,1
94F958,4220649,2024963,0,79,,593,,2751,CANCELED,0,"4242698,2482995,44307,1330756,339522,2024963,",,0,,4220649,1,2,1,1
94F9SC,880520,3634504,0,66,,509,,2584,CANCELED,0,"3634504,",,0,,880520,1,2,1,1
94FB76,65787,0,0,159,,1738,,7498,CANCELED,0,"5743198,6595741,2024453,7053088,377173,4859055,151876,2042916,4180574,",,0,,,1,2,1,3
94FEFC,2613355,0,0,156,,1333,,8293,CANCELED,0,"901960,2733812,1329340,7334300,4109287,199984,697748,",,0,,,1,2,1,3
94G4H6,7576510,0,0,92,,1084,,4795,CANCELED,0,"1256574,2659255,169402,178923,",,0,,,1,2,1,3
94G5JM,63744,3861722,0,126,,1440,,9281,CANCELED,0,"3861722,",,0,,63744,1,2,1,1
94G7GR,7167440,5059384,0,103,,1088,,7273,CANCELED,0,"5019114,348885,2912798,377173,5059384,",,0,,7167440,1,2,1,1
94B93J,1230469,5309777,0,165,,1509,,9381,CANCELED,0,"2368402,5309777,",,0,,1230469,1,2,1,1
94BFSQ,5527347,887930,0,81,,788,,3538,CANCELED,0,"7521854,1854039,4051486,4802980,4425988,7233983,887930,",,0,,887930,1,2,1,2
94BLM5,104896,5588650,0,76,,515,,2352,CANCELED,0,"5980428,1149756,857591,222388,5588650,",,0,,104896,1,2,1,1
94BNO2,319236,7249370,0,90,,1189,,4590,CANCELED,0,"3990511,5798076,7249370,",,0,,319236,1,2,1,1
94CDN6,5867,0,0,177,,1448,,10940,CANCELED,0,"3274438,",,0,,,1,2,1,3
94D8GQ,27608,0,0,305,,3792,,25150,CANCELED,0,,,0,,27608,1,2,0,1
94DHK8,2600792,0,0,93,,1380,,6113,CANCELED,0,"7560729,6006387,2168654,",,0,,,1,2,1,3
94DI5J,4142322,0,0,71,,958,,4214,CANCELED,0,"7266567,",,0,,,1,2,1,3
94DNIS,1037023,0,0,89,,1174,,5819,CANCELED,0,,,0,,,1,2,0,3
94DP2Q,1037023,0,0,88,,1158,,5763,CANCELED,0,,,0,,,1,2,0,3
94E1LF,330441,1016255,0,114,,990,,6220,CANCELED,0,"1016255,",,0,,330441,1,2,1,1
94E5MN,6782900,0,0,46,,462,,2070,CANCELED,0,"5668383,3577221,3052251,6763721,7254122,5532759,6136019,",,0,,,1,2,1,3
94EBRS,4508209,4591605,0,79,,946,,5020,CANCELED,0,"4591605,",,0,,4508209,1,2,1,1
94F2K8,1032613,181552,0,126,,1039,,6507,CANCELED,0,"181552,",,0,,1032613,1,2,1,1
94F93J,2173505,0,0,93,,995,,4274,CANCELED,0,"3849380,3848762,521708,6783176,2923936,4145756,7230844,906324,3530554,274873,5978201,4174094,",,0,,,1,2,1,3
94FC8F,6681063,611470,0,133,,1555,,9897,CANCELED,0,"7732613,811708,6207187,4333194,6593836,3531720,1154189,611470,",,0,,611470,1,2,1,2
94FEGL,6920044,0,0,200,,1779,,10786,CANCELED,0,"3158916,4595981,268154,6516220,4873644,3734821,5728162,",,0,,,1,2,1,3
94FH6P,3937590,0,0,161,,1345,,8266,CANCELED,0,"1636423,4333194,2507671,7615757,2414003,2403416,",,0,,,1,2,1,3
94FK1F,2306392,7442743,0,79,,718,,3431,CANCELED,0,"7531769,7259935,2744233,7442743,",,0,,2306392,1,2,1,1
94FM5J,3801524,4205247,0,138,,1372,,7435,CANCELED,0,"4205247,",,0,,3801524,1,2,1,1
94FQ9A,83041,3213001,0,42,,360,,874,CANCELED,0,"3213001,",,0,,83041,1,2,1,1
94FSQK,7467991,771877,0,83,,868,,3877,CANCELED,0,"2032532,7426736,2580392,771877,",,0,,7467991,1,2,1,1
